date,year,month,day,voltage,arus,power,energy,frequency,powerfactor
25/02/2021,2021,2,25,190.6,0.17,31,2.31,50,0.97
25/02/2021,2021,2,25,189.2,0.17,30.6,2.31,49.9,0.97
25/02/2021,2021,2,25,191.7,0.17,31.3,2.32,49.9,0.98
25/02/2021,2021,2,25,193.5,0.17,31.8,2.33,50,0.97
25/02/2021,2021,2,25,193.7,0.17,31.9,2.34,50,0.97
25/02/2021,2021,2,25,193.8,0.17,31.9,2.35,50,0.97
25/02/2021,2021,2,25,190.6,0.17,31,2.35,49.9,0.97
25/02/2021,2021,2,25,194.3,0.17,32,2.36,49.9,0.97
25/02/2021,2021,2,25,189.9,0.17,30.7,2.37,49.9,0.97
25/02/2021,2021,2,25,191.3,0.17,31.1,2.38,50,0.97
25/02/2021,2021,2,25,188.7,0.17,30.4,2.38,49.8,0.98
25/02/2021,2021,2,25,191.1,0.17,31.1,2.39,49.9,0.97
25/02/2021,2021,2,25,193.7,0.17,31.9,2.4,49.9,0.97
25/02/2021,2021,2,25,187.8,0.17,30.2,2.41,49.9,0.97
25/02/2021,2021,2,25,193.7,0.17,31.8,2.42,50,0.98
25/02/2021,2021,2,25,191,0.17,31.1,2.42,50,0.98
25/02/2021,2021,2,25,192.5,0.17,31.6,2.43,49.9,0.98
25/02/2021,2021,2,25,192,0.17,31.4,2.44,50,0.97
26/02/2021,2021,2,26,193.5,0.17,31.8,2.45,49.9,0.98
26/02/2021,2021,2,26,197.2,0.17,32.9,2.46,49.9,0.98
26/02/2021,2021,2,26,188,0.17,30.3,2.46,50,0.98
26/02/2021,2021,2,26,193,0.14,23.9,2.47,50,0.86
26/02/2021,2021,2,26,192.7,0.14,23.6,2.48,50,0.86
26/02/2021,2021,2,26,193.8,0.14,23.9,2.48,49.9,0.86
26/02/2021,2021,2,26,192.2,0.14,23.6,2.49,50,0.86
26/02/2021,2021,2,26,195.3,0.15,24.2,2.49,50,0.85
26/02/2021,2021,2,26,188.7,0.14,22.7,2.5,50,0.85
26/02/2021,2021,2,26,193.9,0.14,23.9,2.5,49.8,0.86
26/02/2021,2021,2,26,192.7,0.14,23.6,2.51,50,0.86
26/02/2021,2021,2,26,196.9,0.15,24.6,2.52,49.9,0.86
26/02/2021,2021,2,26,195.3,0.15,24.2,2.52,50,0.85
26/02/2021,2021,2,26,194.6,0.14,24,2.53,50,0.86
26/02/2021,2021,2,26,196.7,0.15,24.5,2.54,50,0.85
26/02/2021,2021,2,26,199.3,0.15,25.2,2.54,50,0.85
26/02/2021,2021,2,26,198.2,0.15,24.9,2.55,49.9,0.85
26/02/2021,2021,2,26,203,0.15,26,2.55,50,0.85
26/02/2021,2021,2,26,201.3,0.15,25.6,2.56,49.9,0.85
26/02/2021,2021,2,26,202.9,0.15,26,2.57,49.9,0.85
26/02/2021,2021,2,26,199.2,0.15,25.1,2.57,50,0.86
26/02/2021,2021,2,26,200.3,0.15,25.4,2.58,50,0.86
26/02/2021,2021,2,26,199.5,0.15,25.2,2.59,50,0.85
26/02/2021,2021,2,26,202.5,0.15,25.9,2.59,49.9,0.85
26/02/2021,2021,2,26,201.3,0.15,25.6,2.6,49.9,0.85
26/02/2021,2021,2,26,201.2,0.15,25.6,2.61,49.9,0.85
26/02/2021,2021,2,26,202.4,0.15,25.9,2.61,50,0.85
26/02/2021,2021,2,26,204.7,0.15,26.4,2.62,49.9,0.85
26/02/2021,2021,2,26,203.1,0.15,26,2.62,49.9,0.85
26/02/2021,2021,2,26,202,0.15,25.8,2.63,49.9,0.85
26/02/2021,2021,2,26,202.8,0.15,26,2.64,50,0.85
26/02/2021,2021,2,26,199,0.15,25.1,2.65,49.9,0.86
26/02/2021,2021,2,26,196.1,0.15,24.4,2.65,50,0.85
26/02/2021,2021,2,26,198,0.15,24.8,2.66,49.9,0.85
26/02/2021,2021,2,26,198.6,0.15,25,2.66,49.9,0.86
26/02/2021,2021,2,26,195.9,0.15,24.4,2.67,50,0.85
26/02/2021,2021,2,26,196.4,0.15,24.5,2.68,50,0.85
26/02/2021,2021,2,26,196.9,0.15,24.6,2.68,50,0.86
26/02/2021,2021,2,26,198.4,0.15,24.9,2.69,49.9,0.85
26/02/2021,2021,2,26,196.5,0.15,24.5,2.69,50,0.85
26/02/2021,2021,2,26,199,0.15,25.1,2.7,49.9,0.85
26/02/2021,2021,2,26,193.4,0.14,23.8,2.71,50,0.85
26/02/2021,2021,2,26,196.2,0.15,24.4,2.71,50,0.85
26/02/2021,2021,2,26,198.1,0.15,24.9,2.72,50,0.86
26/02/2021,2021,2,26,197.7,0.15,24.7,2.73,49.9,0.86
26/02/2021,2021,2,26,191.1,0.14,23.2,2.73,50,0.85
26/02/2021,2021,2,26,188.2,0.17,30.3,2.74,50,0.98
26/02/2021,2021,2,26,193.1,0.17,31.7,2.75,50.1,0.98
26/02/2021,2021,2,26,194.8,0.17,32.2,2.75,50,0.98
26/02/2021,2021,2,26,191.1,0.17,31.1,2.76,49.8,0.97
26/02/2021,2021,2,26,195.1,0.17,32.2,2.77,49.9,0.98
26/02/2021,2021,2,26,199.9,0.17,33.7,2.77,49.9,0.97
26/02/2021,2021,2,26,199,0.17,33.4,2.78,50.1,0.98
26/02/2021,2021,2,26,195.1,0.17,32.2,2.79,50,0.98
26/02/2021,2021,2,26,196.4,0.17,32.6,2.8,50,0.98
26/02/2021,2021,2,26,194.2,0.17,31.9,2.81,50,0.98
26/02/2021,2021,2,26,193,0.17,31.6,2.81,50.1,0.97
26/02/2021,2021,2,26,193.1,0.17,31.5,2.82,49.9,0.98
26/02/2021,2021,2,26,192.2,0.17,31.3,2.83,50.1,0.98
26/02/2021,2021,2,26,191.7,0.17,31.2,2.84,49.9,0.97
26/02/2021,2021,2,26,194.3,0.17,32,2.85,50,0.97
26/02/2021,2021,2,26,195,0.17,32.1,2.86,49.8,0.97
26/02/2021,2021,2,26,194.3,0.17,31.9,2.87,49.9,0.97
26/02/2021,2021,2,26,197.9,0.17,33,2.88,50,0.98
26/02/2021,2021,2,26,196.9,0.17,32.7,2.88,49.9,0.98
26/02/2021,2021,2,26,197.7,0.17,33,2.89,50,0.98
26/02/2021,2021,2,26,200,0.17,33.7,2.9,50.1,0.97
26/02/2021,2021,2,26,202.1,0.18,34.4,2.91,50.3,0.97
26/02/2021,2021,2,26,204.5,0.18,35,2.92,49.9,0.98
26/02/2021,2021,2,26,202.9,0.17,33.6,2.93,50,0.98
26/02/2021,2021,2,26,198.1,0.17,32.2,2.94,50,0.98
26/02/2021,2021,2,26,199.6,0.17,32.6,2.94,49.9,0.98
26/02/2021,2021,2,26,190.4,0.16,29.9,2.95,49.8,0.98
26/02/2021,2021,2,26,193.5,0.16,30.9,2.96,50,0.98
26/02/2021,2021,2,26,182.4,0.16,27.7,2.97,49.9,0.97
26/02/2021,2021,2,26,186.2,0.16,28.8,2.97,49.9,0.98
26/02/2021,2021,2,26,185.8,0.16,28.6,2.98,49.9,0.97
26/02/2021,2021,2,26,183.4,0.16,28,2.99,50,0.98
26/02/2021,2021,2,26,183.1,0.16,27.9,3,50,0.98
26/02/2021,2021,2,26,184.9,0.16,28.3,3.01,49.9,0.97
26/02/2021,2021,2,26,185.7,0.16,28.5,3.01,50,0.98
26/02/2021,2021,2,26,188.7,0.16,29.4,3.02,50,0.98
26/02/2021,2021,2,26,187.3,0.16,29,3.03,49.9,0.98
26/02/2021,2021,2,26,190.2,0.16,29.8,3.04,50,0.98
26/02/2021,2021,2,26,186.9,0.16,28.8,3.04,49.7,0.98
26/02/2021,2021,2,26,183.3,0.16,27.9,3.05,49.8,0.98
26/02/2021,2021,2,26,186.3,0.16,28.8,3.06,50,0.98
26/02/2021,2021,2,26,186.8,0.16,28.9,3.06,50,0.98
26/02/2021,2021,2,26,187.2,0.16,28.9,3.07,49.9,0.98
26/02/2021,2021,2,26,190.7,0.16,30,3.08,50.1,0.98
26/02/2021,2021,2,26,190.4,0.16,29.8,3.09,49.9,0.98
26/02/2021,2021,2,26,189.2,0.16,29.5,3.09,50,0.98
26/02/2021,2021,2,26,193.6,0.16,30.7,3.1,49.8,0.98
26/02/2021,2021,2,26,193.5,0.16,30.7,3.11,50,0.98
27/02/2021,2021,2,27,188.2,0.14,22.5,3.11,50,0.86
27/02/2021,2021,2,27,189.9,0.14,22.6,3.12,49.9,0.86
27/02/2021,2021,2,27,191.6,0.14,23,3.12,49.9,0.86
27/02/2021,2021,2,27,189.8,0.14,22.5,3.13,50,0.85
27/02/2021,2021,2,27,188.6,0.14,22.3,3.13,49.9,0.86
27/02/2021,2021,2,27,194,0.14,23.4,3.14,49.9,0.86
27/02/2021,2021,2,27,193.6,0.14,23.4,3.15,50,0.85
27/02/2021,2021,2,27,196.7,0.14,24,3.15,50,0.85
27/02/2021,2021,2,27,193.7,0.14,23.3,3.16,50,0.85
27/02/2021,2021,2,27,195.3,0.14,23.7,3.16,50,0.85
27/02/2021,2021,2,27,196.9,0.14,24.1,3.17,49.9,0.85
27/02/2021,2021,2,27,196.7,0.14,24,3.18,50.1,0.85
27/02/2021,2021,2,27,200.1,0.15,24.8,3.18,50,0.85
27/02/2021,2021,2,27,197.1,0.14,24.1,3.19,49.9,0.86
27/02/2021,2021,2,27,199.7,0.15,24.7,3.19,50,0.85
27/02/2021,2021,2,27,199.4,0.15,24.6,3.2,49.9,0.85
27/02/2021,2021,2,27,199.8,0.15,24.7,3.21,49.9,0.85
27/02/2021,2021,2,27,197,0.14,24.1,3.21,49.9,0.86
27/02/2021,2021,2,27,199.9,0.15,24.7,3.22,49.9,0.85
27/02/2021,2021,2,27,202.4,0.15,25.3,3.23,50,0.85
27/02/2021,2021,2,27,206.1,0.15,26.1,3.23,50,0.85
27/02/2021,2021,2,27,204.6,0.15,25.7,3.24,49.9,0.85
27/02/2021,2021,2,27,205,0.15,25.9,3.25,49.9,0.85
27/02/2021,2021,2,27,205.1,0.15,25.8,3.25,49.8,0.85
27/02/2021,2021,2,27,205.8,0.15,26,3.26,50,0.85
27/02/2021,2021,2,27,205,0.15,25.9,3.27,49.8,0.85
27/02/2021,2021,2,27,206.4,0.15,26.2,3.27,49.9,0.85
27/02/2021,2021,2,27,201.6,0.15,25.1,3.28,49.8,0.85
27/02/2021,2021,2,27,205.4,0.15,25.9,3.28,50,0.85
27/02/2021,2021,2,27,205.6,0.15,26,3.29,49.8,0.85
27/02/2021,2021,2,27,206.9,0.15,26.3,3.3,49.9,0.85
27/02/2021,2021,2,27,202.5,0.15,25.2,3.3,50,0.85
27/02/2021,2021,2,27,203.3,0.15,25.4,3.31,50,0.85
27/02/2021,2021,2,27,204.9,0.15,25.8,3.32,50,0.85
27/02/2021,2021,2,27,203.8,0.15,25.5,3.32,50.1,0.85
27/02/2021,2021,2,27,204.3,0.15,25.6,3.33,50.1,0.85
27/02/2021,2021,2,27,196.9,0.14,24,3.34,49.8,0.85
27/02/2021,2021,2,27,200.6,0.15,24.8,3.34,50,0.85
27/02/2021,2021,2,27,199,0.14,24.4,3.35,50,0.85
27/02/2021,2021,2,27,194.6,0.14,23.6,3.35,50,0.85
27/02/2021,2021,2,27,192.5,0.14,23.1,3.36,49.8,0.86
27/02/2021,2021,2,27,193,0.14,23.2,3.37,50,0.85
27/02/2021,2021,2,27,194.3,0.14,23.5,3.37,50,0.85
27/02/2021,2021,2,27,193.5,0.14,23.3,3.38,49.8,0.85
27/02/2021,2021,2,27,191.6,0.14,22.8,3.38,49.9,0.85
27/02/2021,2021,2,27,191,0.14,22.7,3.39,50,0.85
27/02/2021,2021,2,27,191.1,0.14,22.8,3.4,50,0.85
27/02/2021,2021,2,27,190.6,0.16,29.9,3.4,49.9,0.98
27/02/2021,2021,2,27,187.7,0.16,29.1,3.41,49.9,0.98
27/02/2021,2021,2,27,187.2,0.16,28.9,3.42,49.9,0.98
27/02/2021,2021,2,27,188.1,0.16,29.1,3.42,50,0.98
27/02/2021,2021,2,27,184.5,0.16,29.2,3.43,50.1,0.98
27/02/2021,2021,2,27,179.9,0.16,27.8,3.44,49.7,0.98
27/02/2021,2021,2,27,176.4,0.16,27,3.44,49.9,0.97
27/02/2021,2021,2,27,177.3,0.16,27.2,3.45,50,0.97
27/02/2021,2021,2,27,180.8,0.16,28.1,3.46,50,0.97
27/02/2021,2021,2,27,181.7,0.16,28.4,3.47,50,0.98
27/02/2021,2021,2,27,187.7,0.16,30.1,3.47,50,0.98
27/02/2021,2021,2,27,186.8,0.16,29.8,3.48,50,0.97
27/02/2021,2021,2,27,188.2,0.16,30.2,3.49,49.9,0.98
27/02/2021,2021,2,27,181.9,0.16,27.5,3.5,50,0.98
27/02/2021,2021,2,27,180.8,0.15,27.2,3.5,50,0.98
27/02/2021,2021,2,27,184.5,0.16,28.2,3.51,50.1,0.98
27/02/2021,2021,2,27,185.7,0.16,28.5,3.52,50,0.98
27/02/2021,2021,2,27,185.7,0.16,28.5,3.52,50,0.98
27/02/2021,2021,2,27,186.2,0.16,28.6,3.53,49.8,0.98
27/02/2021,2021,2,27,189.9,0.16,29.7,3.54,50,0.98
27/02/2021,2021,2,27,190,0.16,29.7,3.55,50,0.98
27/02/2021,2021,2,27,191.1,0.16,30.1,3.55,50,0.98
27/02/2021,2021,2,27,194.6,0.16,31,3.56,50,0.98
27/02/2021,2021,2,27,195.2,0.16,31.2,3.57,50,0.97
27/02/2021,2021,2,27,192.2,0.16,30.4,3.58,50,0.98
27/02/2021,2021,2,27,192.8,0.16,30.5,3.58,49.8,0.98
27/02/2021,2021,2,27,186,0.16,28.6,3.59,49.9,0.98
27/02/2021,2021,2,27,186.3,0.16,28.7,3.6,50,0.98
27/02/2021,2021,2,27,186.7,0.16,28.8,3.61,49.9,0.98
27/02/2021,2021,2,27,182.5,0.16,27.7,3.61,49.9,0.98
27/02/2021,2021,2,27,190.4,0.16,29.9,3.62,49.9,0.98
27/02/2021,2021,2,27,191,0.16,30.1,3.63,49.9,0.98
27/02/2021,2021,2,27,194.4,0.16,31.1,3.63,49.9,0.98
27/02/2021,2021,2,27,188.1,0.16,29.3,3.64,50,0.98
27/02/2021,2021,2,27,188.6,0.16,29.4,3.65,49.8,0.98
27/02/2021,2021,2,27,188.6,0.16,29.4,3.66,50,0.97
27/02/2021,2021,2,27,189.2,0.16,29.6,3.67,49.9,0.98
27/02/2021,2021,2,27,185.8,0.16,28.7,3.67,50,0.98
27/02/2021,2021,2,27,185.7,0.16,28.6,3.68,50,0.97
27/02/2021,2021,2,27,179.8,0.15,27,3.69,49.8,0.98
27/02/2021,2021,2,27,186.8,0.16,28.9,3.69,50,0.98
27/02/2021,2021,2,27,177.8,0.15,26.5,3.7,50,0.97
27/02/2021,2021,2,27,186.9,0.16,28.9,3.71,49.8,0.98
27/02/2021,2021,2,27,179.3,0.15,26.9,3.71,50,0.97
27/02/2021,2021,2,27,184.2,0.16,28.2,3.72,50,0.98
27/02/2021,2021,2,27,179.6,0.15,26.9,3.73,50,0.97
27/02/2021,2021,2,27,188.6,0.16,29.4,3.73,50,0.97
27/02/2021,2021,2,27,186,0.16,28.7,3.74,50,0.98
27/02/2021,2021,2,27,185.1,0.16,28.5,3.75,50,0.98
28/02/2021,2021,2,28,185.3,0.16,28.5,3.76,50,0.98
28/02/2021,2021,2,28,188.1,0.16,29.3,3.77,50,0.98
28/02/2021,2021,2,28,188.7,0.16,29.4,3.77,50,0.97
28/02/2021,2021,2,28,188.2,0.16,29.2,3.78,49.8,0.98
28/02/2021,2021,2,28,190.8,0.14,22.8,3.79,50,0.86
28/02/2021,2021,2,28,197,0.15,26.5,3.79,50,0.89
28/02/2021,2021,2,28,196.4,0.15,26.4,3.8,49.8,0.89
28/02/2021,2021,2,28,198.2,0.15,26.9,3.81,50.1,0.89
28/02/2021,2021,2,28,197.3,0.15,26.6,3.81,49.8,0.89
28/02/2021,2021,2,28,200.9,0.15,27.5,3.82,50,0.89
28/02/2021,2021,2,28,200.8,0.15,24.9,3.95,50,0.85
28/02/2021,2021,2,28,205.1,0.15,25.8,3.95,49.8,0.85
28/02/2021,2021,2,28,202.4,0.15,25.2,3.96,49.9,0.85
28/02/2021,2021,2,28,204,0.15,25.6,3.97,49.9,0.85
28/02/2021,2021,2,28,206.6,0.15,26.2,3.97,50,0.85
28/02/2021,2021,2,28,203.7,0.15,25.5,3.98,49.9,0.85
28/02/2021,2021,2,28,204.2,0.15,25.6,3.99,50,0.85
28/02/2021,2021,2,28,206,0.15,26,3.99,50.1,0.85
28/02/2021,2021,2,28,205,0.15,25.8,4,50,0.85
28/02/2021,2021,2,28,200.5,0.15,24.8,4.01,49.9,0.85
28/02/2021,2021,2,28,204.9,0.15,25.8,4.01,50.1,0.85
28/02/2021,2021,2,28,200.1,0.15,24.7,4.02,50,0.85
28/02/2021,2021,2,28,200,0.15,24.6,4.03,50,0.85
28/02/2021,2021,2,28,195.7,0.14,23.8,4.03,50,0.85
28/02/2021,2021,2,28,200.9,0.15,27.5,4.04,50,0.89
28/02/2021,2021,2,28,199.8,0.15,27.2,4.04,49.9,0.89
28/02/2021,2021,2,28,200.4,0.15,27.5,4.05,50.1,0.89
28/02/2021,2021,2,28,198,0.15,26.8,4.06,50,0.9
28/02/2021,2021,2,28,197.3,0.15,26.6,4.06,50,0.89
28/02/2021,2021,2,28,195.2,0.15,26,4.07,49.9,0.89
28/02/2021,2021,2,28,193.4,0.15,25.5,4.08,49.7,0.9
28/02/2021,2021,2,28,191.9,0.15,25.2,4.08,50,0.89
28/02/2021,2021,2,28,191.5,0.15,25.1,4.09,50,0.89
28/02/2021,2021,2,28,191,0.15,25.8,4.1,49.9,0.89
28/02/2021,2021,2,28,191,0.15,25.8,4.1,50,0.89
28/02/2021,2021,2,28,186.7,0.15,24.8,4.11,50,0.9
28/02/2021,2021,2,28,190.5,0.15,25.7,4.12,50,0.89
28/02/2021,2021,2,28,183.4,0.15,24,4.12,50,0.9
28/02/2021,2021,2,28,183.5,0.15,24,4.13,49.8,0.9
28/02/2021,2021,2,28,182,0.15,23.7,4.13,50,0.9
28/02/2021,2021,2,28,184.4,0.15,24.3,4.14,49.8,0.9
28/02/2021,2021,2,28,185.5,0.15,24.6,4.15,50,0.9
28/02/2021,2021,2,28,183.1,0.15,24,4.15,50,0.9
28/02/2021,2021,2,28,187.2,0.15,25,4.16,50,0.9
28/02/2021,2021,2,28,188.3,0.15,25.1,4.17,49.9,0.89
28/02/2021,2021,2,28,190,0.15,25.6,4.18,50,0.9
28/02/2021,2021,2,28,190,0.15,25.6,4.18,49.9,0.89
28/02/2021,2021,2,28,189.7,0.17,30.5,4.19,50,0.97
28/02/2021,2021,2,28,191.4,0.17,30.9,4.2,50,0.98
28/02/2021,2021,2,28,190.3,0.17,30.6,4.21,50,0.97
28/02/2021,2021,2,28,191.7,0.17,31,4.21,49.9,0.98
28/02/2021,2021,2,28,191.4,0.17,30.9,4.22,50,0.98
28/02/2021,2021,2,28,190.2,0.17,30.6,4.23,50,0.98
28/02/2021,2021,2,28,185.2,0.16,29.3,4.24,50.1,0.98
28/02/2021,2021,2,28,181.2,0.16,28.1,4.24,49.8,0.98
28/02/2021,2021,2,28,182.3,0.16,28.5,4.25,50.2,0.98
28/02/2021,2021,2,28,182.9,0.16,28.6,4.28,50,0.98
28/02/2021,2021,2,28,177,0.16,27,4.29,50,0.97
28/02/2021,2021,2,28,182.7,0.16,28.6,4.29,50,0.98
28/02/2021,2021,2,28,184,0.16,28.9,4.3,50,0.98
28/02/2021,2021,2,28,185.2,0.16,29.2,4.31,50,0.97
28/02/2021,2021,2,28,176.3,0.16,26.8,4.32,50,0.97
28/02/2021,2021,2,28,183.6,0.16,28.8,4.32,50,0.97
28/02/2021,2021,2,28,180.3,0.16,27.9,4.33,50,0.97
28/02/2021,2021,2,28,184.9,0.16,29.2,4.34,50,0.97
28/02/2021,2021,2,28,180.8,0.16,28,4.34,49.8,0.98
28/02/2021,2021,2,28,186,0.16,29.4,4.35,50,0.98
28/02/2021,2021,2,28,186.6,0.16,29.6,4.36,50,0.98
28/02/2021,2021,2,28,186.9,0.16,29.7,4.37,50,0.97
28/02/2021,2021,2,28,191.8,0.17,31.1,4.37,49.9,0.98
28/02/2021,2021,2,28,189.7,0.17,30.5,4.38,50,0.97
28/02/2021,2021,2,28,188.7,0.16,30.2,4.39,50,0.98
1/3/2021,2021,3,1,191.5,0.17,31,4.4,50,0.98
1/3/2021,2021,3,1,190.5,0.17,30.7,4.4,50,0.98
1/3/2021,2021,3,1,192.4,0.17,31.3,4.41,50,0.98
1/3/2021,2021,3,1,191.9,0.17,31.2,4.42,50.2,0.97
1/3/2021,2021,3,1,195.3,0.03,0.8,4.42,50,0.14
1/3/2021,2021,3,1,194,0.03,0.8,4.42,50,0.14
1/3/2021,2021,3,1,195.3,0.03,0.7,4.42,49.9,0.12
1/3/2021,2021,3,1,194.6,0.03,0.7,4.42,50,0.12
1/3/2021,2021,3,1,199.8,0.03,0.8,4.42,50,0.13
1/3/2021,2021,3,1,191.5,0.03,0.7,4.42,49.9,0.13
1/3/2021,2021,3,1,195.8,0.03,0.8,4.42,50,0.14
1/3/2021,2021,3,1,196.5,0.03,0.8,4.42,49.9,0.14
1/3/2021,2021,3,1,196.7,0.03,0.8,4.42,50.1,0.14
1/3/2021,2021,3,1,195.1,0.03,0.7,4.42,50,0.12
1/3/2021,2021,3,1,196.6,0.03,0.8,4.42,49.9,0.14
1/3/2021,2021,3,1,199.1,0.03,0.8,4.42,50,0.13
1/3/2021,2021,3,1,198.5,0.03,0.8,4.42,49.9,0.13
1/3/2021,2021,3,1,199.8,0.03,0.8,4.42,50,0.13
1/3/2021,2021,3,1,201.9,0.03,0.8,4.42,49.9,0.13
1/3/2021,2021,3,1,204.6,0.03,0.9,4.42,49.9,0.14
1/3/2021,2021,3,1,204.7,0.03,0.9,4.42,49.9,0.14
1/3/2021,2021,3,1,205.6,0.03,0.9,4.42,50,0.14
1/3/2021,2021,3,1,208.6,0.03,0.9,4.42,49.9,0.13
1/3/2021,2021,3,1,207.4,0.03,0.9,4.42,50,0.14
1/3/2021,2021,3,1,201.6,0.15,26.9,4.42,50,0.88
1/3/2021,2021,3,1,203.8,0.15,26.5,4.43,50.1,0.86
1/3/2021,2021,3,1,205.3,0.15,26.6,4.44,49.9,0.86
1/3/2021,2021,3,1,201.7,0.15,25.7,4.45,49.9,0.86
1/3/2021,2021,3,1,203.7,0.15,26.1,4.45,49.9,0.85
1/3/2021,2021,3,1,202.5,0.15,25.9,4.46,50,0.85
1/3/2021,2021,3,1,203.8,0.15,26.2,4.46,49.9,0.85
1/3/2021,2021,3,1,204,0.15,26.2,4.47,50,0.86
1/3/2021,2021,3,1,202.3,0.15,25.8,4.48,49.9,0.86
1/3/2021,2021,3,1,204,0.15,26.2,4.49,49.9,0.86
1/3/2021,2021,3,1,200.6,0.15,25.5,4.49,49.9,0.86
1/3/2021,2021,3,1,202.6,0.15,25.9,4.5,50,0.86
1/3/2021,2021,3,1,203.2,0.15,26,4.5,50,0.85
1/3/2021,2021,3,1,205.1,0.15,26.5,4.51,49.9,0.86
1/3/2021,2021,3,1,201.5,0.15,25.6,4.52,49.9,0.86
1/3/2021,2021,3,1,203,0.15,26,4.52,49.8,0.85
1/3/2021,2021,3,1,198,0.15,24.9,4.53,49.9,0.86
1/3/2021,2021,3,1,195.8,0.15,24.3,4.54,50,0.86
1/3/2021,2021,3,1,192,0.14,23.5,4.54,49.9,0.86
1/3/2021,2021,3,1,193.2,0.14,23.8,4.55,50,0.86
1/3/2021,2021,3,1,192.3,0.14,23.5,4.55,49.9,0.85
1/3/2021,2021,3,1,193.7,0.14,23.8,4.56,49.9,0.86
1/3/2021,2021,3,1,194.3,0.14,24,4.57,50,0.86
1/3/2021,2021,3,1,191.2,0.14,23.3,4.57,50,0.86
1/3/2021,2021,3,1,191.9,0.14,23.4,4.58,49.9,0.86
1/3/2021,2021,3,1,195,0.14,24.1,4.58,50,0.86
1/3/2021,2021,3,1,196.6,0.15,24.5,4.59,49.9,0.86
1/3/2021,2021,3,1,196,0.17,32.2,4.6,49.9,0.98
1/3/2021,2021,3,1,197.2,0.17,32.6,4.61,50,0.98
1/3/2021,2021,3,1,198.4,0.17,33,4.61,50,0.98
1/3/2021,2021,3,1,196,0.17,32.3,4.62,50,0.98
1/3/2021,2021,3,1,197.7,0.17,32.8,4.63,50.1,0.98
1/3/2021,2021,3,1,196.7,0.17,32.5,4.64,50,0.98
1/3/2021,2021,3,1,199.6,0.17,33.3,4.64,49.9,0.98
1/3/2021,2021,3,1,195.3,0.17,32.1,4.65,50,0.98
1/3/2021,2021,3,1,197.4,0.17,32.7,4.66,50,0.97
1/3/2021,2021,3,1,199.2,0.17,33.2,4.67,50,0.97
1/3/2021,2021,3,1,200.7,0.17,33.7,4.68,50,0.98
1/3/2021,2021,3,1,204,0.17,34.7,4.69,49.9,0.98
1/3/2021,2021,3,1,202.5,0.17,34.2,4.7,49.9,0.98
1/3/2021,2021,3,1,203.2,0.17,34.4,4.7,50,0.98
1/3/2021,2021,3,1,203.6,0.17,34.5,4.71,49.9,0.97
1/3/2021,2021,3,1,202.2,0.17,34.2,4.72,50,0.98
1/3/2021,2021,3,1,201.1,0.17,33.8,4.73,50,0.98
1/3/2021,2021,3,1,199.2,0.17,33.2,4.74,49.9,0.97
1/3/2021,2021,3,1,197.2,0.17,32.7,4.75,49.9,0.98
1/3/2021,2021,3,1,192.4,0.17,31.4,4.75,50.2,0.98
1/3/2021,2021,3,1,191.7,0.14,23.7,4.76,50,0.86
1/3/2021,2021,3,1,191.2,0.14,23.4,4.77,50.1,0.86
1/3/2021,2021,3,1,189.9,0.14,23,4.77,50,0.85
1/3/2021,2021,3,1,190.9,0.14,23.3,4.78,50,0.85
1/3/2021,2021,3,1,192.9,0.14,23.7,4.79,49.8,0.85
1/3/2021,2021,3,1,192.6,0.14,23.6,4.79,50,0.85
1/3/2021,2021,3,1,194.2,0.14,24,4.8,50,0.86
1/3/2021,2021,3,1,195.2,0.15,24.2,4.8,49.9,0.86
1/3/2021,2021,3,1,195.5,0.15,24.3,4.81,49.9,0.86
1/3/2021,2021,3,1,196.7,0.15,24.5,4.82,49.8,0.85
1/3/2021,2021,3,1,201,0.15,25.5,4.82,50,0.85
1/3/2021,2021,3,1,199.2,0.15,25.1,4.83,49.8,0.86
1/3/2021,2021,3,1,198.9,0.15,25,4.83,50,0.86
1/3/2021,2021,3,1,196.7,0.15,24.6,4.84,49.9,0.86
1/3/2021,2021,3,1,198.3,0.15,24.9,4.85,50,0.85
1/3/2021,2021,3,1,197.2,0.15,24.7,4.85,50,0.86
1/3/2021,2021,3,1,198.7,0.15,25,4.86,50,0.86
1/3/2021,2021,3,1,197.2,0.15,24.6,4.87,50,0.85
1/3/2021,2021,3,1,194.3,0.14,24,4.87,49.9,0.86
1/3/2021,2021,3,1,191.6,0.14,23.4,4.88,50,0.86
1/3/2021,2021,3,1,194.6,0.14,24.1,4.88,50,0.86
1/3/2021,2021,3,1,193,0.14,23.7,4.89,49.8,0.86
2/3/2021,2021,3,2,195,0.15,24.2,4.89,50,0.86
2/3/2021,2021,3,2,194.4,0.14,23.9,4.9,50,0.85
2/3/2021,2021,3,2,196,0.15,24.4,4.91,49.9,0.86
2/3/2021,2021,3,2,195.3,0.14,24.1,4.91,49.9,0.86
2/3/2021,2021,3,2,198.9,0.15,25,4.92,50.2,0.86
2/3/2021,2021,3,2,199.7,0.15,25.2,4.93,49.9,0.86
2/3/2021,2021,3,2,202.6,0.15,25.9,4.93,49.9,0.86
2/3/2021,2021,3,2,200.9,0.15,25.5,4.94,50,0.86
2/3/2021,2021,3,2,196.6,0.15,24.4,4.95,50,0.86
2/3/2021,2021,3,2,196.7,0.15,24.5,4.95,50,0.85
